run_id,lib_conc_ng_ul,frag_size_bp,load_conc_pm,cluster_density_k_mm2,din_score,undetermined_pct,kit_age_days,room_temp_c,lib_method,calib_status,operator_exp_years,failure_prob,run_failed
MGI-SYN-0766,1.57,283,1.93,853,7.4,1.12,92,23.8,rna_seq,overdue,8,0.15,0
MGI-SYN-0767,2.19,524,1.59,674,4.9,15.97,31,20.7,pcr_free,today,8,0.25,0
MGI-SYN-0768,5.39,336,1.78,1085,6.5,4.75,205,24.0,rna_seq,overdue,3,0.15,1
MGI-SYN-0769,1.63,360,1.39,970,8.9,1.52,207,19.1,amplicon,within_week,8,0.0,0
MGI-SYN-0770,5.51,394,1.52,750,8.4,0.35,107,22.1,amplicon,within_month,2,0.08,0
MGI-SYN-0771,3.17,353,1.52,1030,7.0,0.14,146,24.9,pcr_free,today,3,0.0,0
MGI-SYN-0772,1.68,486,1.3,760,5.2,1.4,101,23.4,wes,overdue,5,0.15,0
MGI-SYN-0773,3.05,300,1.53,709,8.2,10.66,318,22.6,pcr_free,within_month,2,0.33,1
MGI-SYN-0774,3.62,366,0.98,713,7.0,2.69,241,27.4,wes,within_month,5,0.0,0
MGI-SYN-0775,3.04,291,1.4,531,2.8,6.37,247,25.1,pcr_free,overdue,5,0.45,1
MGI-SYN-0776,1.01,244,1.49,935,8.4,12.52,163,24.6,amplicon,within_month,2,0.33,0
MGI-SYN-0777,1.55,301,1.5,520,7.0,2.62,173,24.0,pcr_based,within_week,8,0.0,0
MGI-SYN-0778,1.97,347,1.5,629,9.2,1.06,35,24.3,pcr_free,overdue,5,0.15,0
MGI-SYN-0779,2.14,316,1.58,476,5.0,3.64,284,27.0,pcr_free,within_month,3,0.15,0
MGI-SYN-0780,3.04,295,1.79,835,1.3,11.93,359,20.7,pcr_based,overdue,2,0.78,1
MGI-SYN-0781,2.43,237,1.95,823,7.5,8.16,358,25.0,pcr_free,overdue,8,0.3,1
MGI-SYN-0782,1.14,343,1.34,791,7.5,0.34,21,23.1,pcr_based,within_week,8,0.15,0
MGI-SYN-0783,2.69,230,1.12,662,4.0,5.9,308,20.9,amplicon,within_week,2,0.38,0
MGI-SYN-0784,3.02,411,1.18,639,5.2,4.24,163,21.7,wes,within_week,1,0.08,0
MGI-SYN-0785,2.94,357,1.41,934,10.0,11.9,97,22.7,amplicon,within_month,8,0.1,0
MGI-SYN-0786,3.82,233,1.46,751,6.4,0.65,307,19.4,pcr_free,within_week,5,0.15,0
MGI-SYN-0787,3.38,325,1.29,907,8.3,3.82,339,24.6,pcr_based,within_month,2,0.23,0
MGI-SYN-0788,2.8,290,1.08,691,5.8,10.58,55,21.7,pcr_based,today,5,0.1,0
MGI-SYN-0789,2.15,376,1.42,883,3.2,2.64,333,22.3,rna_seq,today,3,0.3,0
MGI-SYN-0790,0.97,457,1.67,1085,6.7,3.29,127,26.1,wes,within_week,8,0.15,0
MGI-SYN-0791,2.76,200,1.84,956,6.5,0.37,193,22.4,pcr_based,today,2,0.23,0
MGI-SYN-0792,2.47,359,1.38,776,6.3,1.63,243,26.7,pcr_free,within_month,3,0.0,0
MGI-SYN-0793,2.55,337,1.43,896,6.8,1.96,349,20.4,wes,today,2,0.23,0
MGI-SYN-0794,1.18,404,1.23,807,7.5,14.51,88,18.7,wes,within_week,10,0.25,1
MGI-SYN-0795,1.3,367,1.59,851,6.7,1.66,336,21.1,wes,today,8,0.15,0
MGI-SYN-0796,3.77,290,1.26,791,4.7,3.09,215,15.0,wes,within_month,5,0.25,0
MGI-SYN-0797,2.18,324,1.83,820,7.9,5.56,92,24.7,pcr_based,within_month,5,0.0,0
MGI-SYN-0798,3.13,286,0.89,888,3.5,0.88,303,18.9,pcr_free,within_week,3,0.3,0
MGI-SYN-0799,2.26,436,1.46,671,3.3,3.33,235,20.1,pcr_based,within_month,10,0.15,0
MGI-SYN-0800,2.26,352,1.72,667,8.3,6.71,184,24.1,pcr_based,within_week,1,0.08,0
MGI-SYN-0801,3.56,502,1.67,600,7.9,10.08,38,22.4,pcr_based,within_week,8,0.1,1
MGI-SYN-0802,1.72,345,2.68,562,6.9,4.92,139,20.7,pcr_based,within_month,2,0.08,0
MGI-SYN-0803,2.34,293,1.74,631,4.5,5.53,195,15.9,pcr_based,within_week,3,0.25,0
MGI-SYN-0804,1.77,229,1.2,879,5.7,0.67,15,25.9,pcr_based,within_month,5,0.0,0
MGI-SYN-0805,1.79,206,1.56,689,6.5,14.57,257,24.2,pcr_based,today,8,0.25,0
MGI-SYN-0806,1.91,223,0.89,942,4.1,0.71,135,28.2,pcr_free,overdue,8,0.4,0
MGI-SYN-0807,2.49,371,1.57,856,5.7,7.45,1,20.2,pcr_based,today,5,0.0,0
MGI-SYN-0808,1.75,391,1.27,496,8.2,1.54,49,17.6,wes,within_month,3,0.1,0
MGI-SYN-0809,4.17,224,1.97,968,9.6,13.56,96,25.0,wes,overdue,10,0.25,0
MGI-SYN-0810,1.42,422,1.38,996,6.2,6.36,201,21.4,pcr_based,today,2,0.08,0
MGI-SYN-0811,2.03,311,1.55,671,8.4,7.01,26,23.9,pcr_based,within_month,8,0.0,0
MGI-SYN-0812,1.79,362,1.35,926,3.6,1.24,343,26.9,pcr_free,within_week,5,0.3,0
MGI-SYN-0813,4.59,479,2.3,696,8.2,2.93,235,23.2,amplicon,within_month,3,0.0,0
MGI-SYN-0814,2.46,422,1.47,868,5.6,4.81,349,22.5,pcr_based,within_week,1,0.23,0
MGI-SYN-0815,3.73,329,2.33,622,7.6,7.35,244,22.7,pcr_based,today,3,0.0,0
MGI-SYN-0816,1.06,279,1.93,527,6.6,0.55,358,17.1,wes,within_month,3,0.4,0
MGI-SYN-0817,2.54,178,1.79,781,9.4,16.4,327,25.3,pcr_based,within_week,2,0.48,0
MGI-SYN-0818,3.47,292,1.75,828,5.4,11.05,351,25.5,pcr_free,within_month,1,0.33,0
MGI-SYN-0819,2.32,333,1.76,778,8.1,1.58,51,23.6,pcr_free,within_week,3,0.0,0
MGI-SYN-0820,3.79,271,0.83,637,6.5,8.65,81,17.5,pcr_based,within_week,5,0.1,0
MGI-SYN-0821,1.72,339,1.49,778,6.7,3.65,36,21.6,pcr_based,within_month,8,0.0,0
MGI-SYN-0822,4.5,356,1.94,898,6.7,3.1,67,26.3,wes,within_month,2,0.08,0
MGI-SYN-0823,7.02,332,1.58,842,5.5,1.89,129,20.3,pcr_based,within_week,3,0.0,0
MGI-SYN-0824,1.86,298,1.04,883,7.0,4.35,155,25.6,amplicon,within_week,3,0.0,0
MGI-SYN-0825,1.78,363,1.58,729,6.9,6.54,245,22.2,pcr_based,within_week,5,0.0,0
MGI-SYN-0826,4.6,385,2.28,1061,7.4,2.65,111,24.1,pcr_based,within_week,8,0.0,0
MGI-SYN-0827,4.9,263,2.1,638,7.2,4.96,168,20.8,pcr_based,within_week,5,0.0,0
MGI-SYN-0828,1.71,463,1.58,938,8.4,6.01,142,22.3,pcr_based,within_week,8,0.0,0
MGI-SYN-0829,1.8,342,1.98,1063,8.7,6.21,356,23.3,pcr_based,within_month,5,0.15,0
MGI-SYN-0830,1.93,352,1.45,937,5.1,0.27,197,18.8,pcr_based,within_month,5,0.0,0
MGI-SYN-0831,1.14,407,0.92,814,8.6,9.82,109,22.8,wes,within_week,3,0.15,0
MGI-SYN-0832,1.41,369,1.23,755,4.9,3.06,79,15.0,pcr_based,within_week,8,0.25,0
MGI-SYN-0833,1.35,426,2.23,1036,8.1,1.52,161,20.2,pcr_free,within_week,10,0.0,0
MGI-SYN-0834,1.52,373,1.49,594,8.1,1.38,19,23.6,pcr_free,within_month,5,0.0,0
MGI-SYN-0835,2.19,301,1.5,675,3.6,3.3,127,25.4,pcr_free,overdue,8,0.3,0
MGI-SYN-0836,2.5,379,1.48,778,7.2,10.89,205,23.4,pcr_based,within_month,1,0.18,0
MGI-SYN-0837,4.83,259,2.36,1073,6.2,2.38,29,17.8,pcr_free,within_month,10,0.1,0
MGI-SYN-0838,1.35,359,2.25,918,5.6,6.93,207,25.1,pcr_free,within_month,2,0.08,0
MGI-SYN-0839,3.64,347,2.49,676,9.4,0.51,280,18.6,pcr_based,within_week,3,0.15,0
MGI-SYN-0840,2.0,333,1.54,794,5.8,3.23,151,23.8,amplicon,today,1,0.08,0
MGI-SYN-0841,2.17,340,1.72,739,5.5,23.95,240,18.7,pcr_free,within_month,10,0.2,0
MGI-SYN-0842,3.12,199,0.99,722,7.1,7.36,266,19.7,pcr_based,within_week,8,0.15,1
MGI-SYN-0843,1.27,306,2.19,1026,8.2,1.18,182,19.1,amplicon,within_month,10,0.0,0
MGI-SYN-0844,2.69,357,1.13,603,6.7,3.48,105,22.4,rna_seq,within_month,8,0.0,0
MGI-SYN-0845,2.42,363,1.69,1140,9.1,1.33,236,21.4,amplicon,within_month,3,0.0,0
MGI-SYN-0846,2.85,268,1.16,999,8.0,2.63,173,23.5,pcr_free,within_week,10,0.0,0
MGI-SYN-0847,2.57,451,1.36,1046,3.1,7.57,158,21.9,amplicon,within_month,10,0.15,0
MGI-SYN-0848,7.6,281,1.27,767,6.0,7.38,172,17.4,amplicon,within_month,5,0.1,0
MGI-SYN-0849,1.62,428,1.36,823,6.0,1.29,311,22.8,pcr_free,within_month,2,0.23,1
MGI-SYN-0850,1.71,384,1.38,592,7.9,12.77,157,16.7,wes,within_month,5,0.2,0
MGI-SYN-0851,1.63,298,1.38,756,2.3,4.49,258,19.3,pcr_based,overdue,10,0.45,0
MGI-SYN-0852,1.69,492,1.93,939,10.0,2.39,164,20.9,rna_seq,today,8,0.0,0
MGI-SYN-0853,1.62,255,1.16,1083,8.0,3.49,147,20.7,amplicon,within_week,8,0.0,0
MGI-SYN-0854,4.03,424,1.69,651,7.3,4.65,154,17.1,amplicon,within_week,10,0.1,0
MGI-SYN-0855,4.53,430,2.09,784,9.1,4.1,38,26.1,amplicon,today,8,0.0,0
MGI-SYN-0856,1.67,296,1.39,823,10.0,3.33,131,26.9,pcr_based,overdue,8,0.15,0
MGI-SYN-0857,1.47,461,1.31,599,8.6,3.52,358,28.8,pcr_based,overdue,5,0.4,1
MGI-SYN-0858,2.82,330,1.51,956,8.7,0.97,255,25.4,wes,within_week,3,0.0,0
MGI-SYN-0859,1.69,373,2.07,720,7.2,8.38,208,20.8,amplicon,today,5,0.0,0
MGI-SYN-0860,3.05,371,1.68,815,6.7,3.9,95,20.8,wes,within_week,5,0.0,0
MGI-SYN-0861,2.46,339,1.39,769,6.1,0.7,348,20.6,wes,within_month,8,0.15,1
MGI-SYN-0862,1.04,415,1.79,708,5.5,7.27,327,28.0,rna_seq,within_week,3,0.3,0
MGI-SYN-0863,4.82,413,1.16,849,5.8,13.47,171,21.7,amplicon,today,2,0.18,0
MGI-SYN-0864,5.46,210,1.87,811,4.6,14.72,250,25.8,pcr_based,today,1,0.48,1
MGI-SYN-0865,1.64,454,1.76,783,6.9,2.3,190,25.6,pcr_free,within_week,5,0.0,0
MGI-SYN-0866,1.83,217,1.48,719,4.0,0.73,199,22.6,amplicon,overdue,5,0.45,0
MGI-SYN-0867,2.57,433,1.26,908,7.3,3.65,221,17.6,pcr_based,within_week,3,0.1,0
MGI-SYN-0868,2.63,440,1.25,1148,6.9,0.6,24,21.7,pcr_based,within_week,2,0.08,0
MGI-SYN-0869,3.09,263,1.81,875,7.3,13.59,244,22.4,pcr_free,today,3,0.1,0
MGI-SYN-0870,6.08,317,2.09,1029,6.1,1.01,324,25.8,wes,within_month,2,0.23,0
MGI-SYN-0871,2.04,262,1.35,600,10.0,1.46,128,22.1,wes,within_month,3,0.0,0
MGI-SYN-0872,1.49,333,1.78,878,9.4,2.61,93,18.4,amplicon,within_week,3,0.0,0
MGI-SYN-0873,1.12,325,0.77,652,4.8,2.42,300,25.0,pcr_based,within_week,3,0.45,1
MGI-SYN-0874,1.54,412,1.37,584,7.4,7.92,133,21.3,amplicon,within_month,3,0.0,0
MGI-SYN-0875,2.19,455,1.59,717,5.9,3.05,55,15.0,amplicon,today,3,0.1,0
MGI-SYN-0876,5.46,462,1.24,1065,5.2,0.94,158,23.0,pcr_based,within_month,8,0.0,0
MGI-SYN-0877,1.72,305,1.23,1021,4.6,1.55,29,23.5,pcr_based,within_week,3,0.15,0
MGI-SYN-0878,2.49,333,1.33,894,7.8,3.56,211,19.5,pcr_based,within_week,2,0.08,0
MGI-SYN-0879,2.21,215,1.72,574,5.8,0.8,154,21.4,amplicon,within_month,2,0.23,1
MGI-SYN-0880,4.03,286,1.53,815,8.7,4.73,293,24.0,amplicon,within_month,3,0.15,0
MGI-SYN-0881,7.87,427,0.7,904,8.8,4.17,222,23.0,pcr_based,within_month,1,0.08,0
MGI-SYN-0882,1.71,479,0.75,882,9.5,6.27,115,17.3,rna_seq,today,1,0.18,0
MGI-SYN-0883,1.74,251,1.36,518,5.5,13.88,158,25.8,pcr_free,within_month,5,0.1,0
MGI-SYN-0884,3.75,303,1.78,690,7.9,12.17,259,27.1,pcr_based,within_month,5,0.1,0
MGI-SYN-0885,3.13,348,0.5,838,8.1,14.6,251,20.5,pcr_based,within_month,5,0.1,0
MGI-SYN-0886,5.6,372,1.4,947,6.1,1.4,122,16.3,pcr_free,within_month,8,0.1,0
MGI-SYN-0887,2.98,285,1.39,455,5.6,0.71,299,24.3,pcr_based,today,1,0.23,0
MGI-SYN-0888,1.86,384,2.16,821,9.9,1.8,263,20.0,pcr_based,within_month,10,0.0,0
MGI-SYN-0889,2.99,312,1.45,876,7.4,11.27,49,23.6,pcr_based,within_month,1,0.18,1
MGI-SYN-0890,3.87,349,1.75,1003,8.1,17.89,329,28.6,pcr_based,within_week,5,0.35,1
MGI-SYN-0891,3.35,394,1.66,975,5.5,9.81,297,17.4,amplicon,within_month,2,0.33,0
MGI-SYN-0892,2.87,351,0.75,955,4.8,0.58,362,19.6,pcr_based,within_week,8,0.3,0
MGI-SYN-0893,3.79,315,1.91,706,6.0,14.73,77,21.4,pcr_free,within_week,5,0.1,0
MGI-SYN-0894,3.99,341,1.69,507,6.8,2.75,127,25.9,wes,overdue,1,0.23,0
MGI-SYN-0895,4.44,343,1.8,779,5.1,0.1,197,32.7,pcr_free,within_week,5,0.1,0
MGI-SYN-0896,3.08,320,3.17,1030,7.0,2.92,221,22.7,wes,within_week,1,0.08,0
MGI-SYN-0897,2.05,329,0.77,1101,4.0,0.24,91,17.1,rna_seq,within_month,8,0.25,0
MGI-SYN-0898,2.39,478,2.29,978,5.0,3.92,8,21.0,pcr_based,overdue,5,0.15,0
MGI-SYN-0899,4.07,395,1.49,927,8.2,2.07,32,19.7,rna_seq,overdue,2,0.23,0
MGI-SYN-0900,1.48,326,1.71,918,8.1,3.21,320,24.2,wes,within_month,3,0.15,0
MGI-SYN-0901,2.68,406,1.58,750,6.3,4.75,269,23.1,rna_seq,today,1,0.08,0
MGI-SYN-0902,1.83,323,1.43,827,5.2,10.16,191,18.9,amplicon,overdue,5,0.25,0
MGI-SYN-0903,2.26,444,1.37,1150,5.2,5.42,349,19.5,pcr_free,within_month,3,0.15,0
MGI-SYN-0904,4.22,380,1.73,680,6.3,2.85,163,20.9,wes,within_week,5,0.0,0
MGI-SYN-0905,2.45,341,0.99,1141,8.2,8.56,61,21.3,pcr_free,within_month,10,0.0,0
MGI-SYN-0906,2.28,386,1.9,792,8.7,11.8,264,21.9,pcr_free,within_week,3,0.1,0
MGI-SYN-0907,1.13,224,1.43,1089,6.1,0.64,285,22.1,pcr_based,today,10,0.3,1
MGI-SYN-0908,3.23,260,1.15,597,4.9,3.8,95,25.7,pcr_based,within_month,5,0.15,0
MGI-SYN-0909,3.07,254,1.42,955,7.5,1.67,41,20.8,pcr_based,within_month,2,0.08,0
MGI-SYN-0910,6.56,361,2.1,717,5.5,0.24,149,20.4,amplicon,within_week,3,0.0,0
MGI-SYN-0911,1.91,489,1.39,595,6.1,5.52,204,18.0,rna_seq,within_week,5,0.0,0
MGI-SYN-0912,2.48,529,1.74,889,9.4,9.93,267,21.3,pcr_free,within_month,3,0.0,0
MGI-SYN-0913,2.52,401,1.31,1032,8.5,0.89,2,22.8,rna_seq,within_week,1,0.08,0
MGI-SYN-0914,4.9,390,1.9,698,7.3,8.37,178,16.8,rna_seq,within_week,2,0.18,0
MGI-SYN-0915,2.12,206,1.87,580,4.7,9.6,194,21.0,pcr_free,within_month,8,0.3,0
MGI-SYN-0916,2.56,307,2.34,833,7.4,12.29,336,25.5,pcr_based,overdue,5,0.4,0
MGI-SYN-0917,3.02,287,1.53,834,8.9,1.54,196,23.9,wes,within_month,5,0.0,0
MGI-SYN-0918,2.44,300,1.87,949,6.3,11.71,343,23.1,amplicon,within_month,2,0.33,0
MGI-SYN-0919,1.78,337,1.64,1021,9.4,1.93,249,23.9,wes,within_month,8,0.0,0
MGI-SYN-0920,2.45,312,2.12,839,9.3,4.02,212,20.3,amplicon,within_month,10,0.0,0
MGI-SYN-0921,3.81,192,1.31,1184,10.0,0.26,153,19.9,pcr_based,within_week,1,0.23,0
MGI-SYN-0922,1.33,410,1.9,890,7.5,0.22,158,25.8,pcr_free,overdue,1,0.23,0
MGI-SYN-0923,2.38,264,1.52,788,8.1,6.37,362,24.5,amplicon,within_week,8,0.15,0
MGI-SYN-0924,1.57,369,1.57,560,9.5,2.94,139,19.8,pcr_free,today,8,0.0,0
MGI-SYN-0925,4.05,516,1.64,803,7.8,1.48,221,16.4,amplicon,within_week,5,0.1,0
MGI-SYN-0926,1.04,276,1.7,789,6.1,1.06,273,19.8,wes,within_month,10,0.3,0
MGI-SYN-0927,1.68,148,1.55,1023,6.2,5.54,154,23.6,amplicon,today,5,0.3,1
MGI-SYN-0928,2.69,327,1.69,933,7.4,0.1,249,20.0,rna_seq,today,2,0.08,0
MGI-SYN-0929,4.87,438,2.23,638,4.7,8.2,279,23.0,pcr_based,within_month,5,0.3,0
MGI-SYN-0930,2.15,507,1.99,881,6.7,0.41,304,26.3,amplicon,overdue,5,0.3,0
MGI-SYN-0931,1.69,252,1.95,971,9.0,1.06,276,21.7,amplicon,within_month,10,0.15,0
MGI-SYN-0932,5.7,390,1.42,1125,3.1,2.44,2,22.7,rna_seq,within_week,2,0.23,0
MGI-SYN-0933,1.08,313,1.24,1010,9.8,3.32,88,24.1,amplicon,today,5,0.15,0
MGI-SYN-0934,0.74,342,1.98,987,9.0,2.19,287,18.8,pcr_free,within_month,8,0.5,1
MGI-SYN-0935,2.77,562,1.95,861,6.2,1.93,130,19.7,rna_seq,today,3,0.0,0
MGI-SYN-0936,1.73,230,2.19,920,8.0,16.61,78,24.2,amplicon,within_month,3,0.1,0
MGI-SYN-0937,1.34,370,1.36,1075,7.0,5.13,260,22.1,pcr_free,within_week,8,0.0,0
MGI-SYN-0938,3.17,387,1.51,610,9.2,0.12,241,22.4,amplicon,overdue,3,0.15,0
MGI-SYN-0939,2.51,437,0.94,787,8.8,2.81,141,22.1,wes,within_month,5,0.0,0
MGI-SYN-0940,1.68,358,1.44,711,4.5,10.4,228,24.9,amplicon,within_week,8,0.25,0
MGI-SYN-0941,1.17,375,2.0,918,8.1,1.79,163,23.3,pcr_based,overdue,2,0.38,1
MGI-SYN-0942,3.44,319,1.41,1071,6.6,0.5,236,23.3,wes,within_week,10,0.0,0
MGI-SYN-0943,3.08,372,1.86,743,7.1,7.1,128,25.7,wes,within_week,5,0.0,0
MGI-SYN-0944,2.12,323,1.52,420,5.7,4.66,200,26.8,pcr_based,within_month,3,0.0,0
MGI-SYN-0945,5.6,400,1.73,776,10.0,4.22,31,28.7,pcr_free,within_week,3,0.1,0
MGI-SYN-0946,1.3,320,1.14,1014,8.9,0.28,138,20.3,pcr_based,within_week,10,0.0,0
MGI-SYN-0947,1.04,380,1.63,947,5.7,0.76,21,29.4,amplicon,within_week,2,0.33,0
MGI-SYN-0948,1.57,348,0.5,927,4.6,4.87,234,18.7,wes,today,3,0.15,0
MGI-SYN-0949,2.18,440,1.53,800,6.3,1.16,202,27.8,pcr_based,today,3,0.0,0
MGI-SYN-0950,2.51,346,0.95,620,7.8,3.51,279,20.1,pcr_based,within_month,3,0.15,0
MGI-SYN-0951,1.97,208,2.08,943,7.4,3.94,131,21.8,pcr_free,within_month,3,0.15,0
MGI-SYN-0952,2.65,451,1.91,700,9.3,1.67,148,22.1,amplicon,within_week,10,0.0,0
MGI-SYN-0953,1.19,278,1.79,1243,8.4,14.82,29,19.4,pcr_free,within_week,8,0.25,0
MGI-SYN-0954,4.58,298,2.21,953,8.7,9.24,361,22.3,pcr_free,overdue,3,0.3,1
MGI-SYN-0955,2.14,302,1.22,745,7.6,6.41,308,19.6,pcr_free,overdue,3,0.3,0
MGI-SYN-0956,3.89,460,2.3,740,4.5,0.41,162,18.3,amplicon,within_month,5,0.15,1
MGI-SYN-0957,2.64,179,1.97,833,6.6,0.56,357,21.9,pcr_based,within_month,1,0.38,1
MGI-SYN-0958,2.8,601,1.51,807,8.9,3.39,340,26.8,pcr_based,within_month,8,0.15,0
MGI-SYN-0959,2.96,434,2.05,1051,6.9,0.88,61,21.2,rna_seq,within_week,8,0.0,0
MGI-SYN-0960,2.78,368,1.16,884,7.9,19.14,125,24.8,pcr_free,today,8,0.1,0
MGI-SYN-0961,3.07,346,1.27,718,6.4,0.86,71,19.5,pcr_based,today,3,0.0,0
MGI-SYN-0962,4.33,373,1.36,1190,5.1,3.34,326,18.1,rna_seq,within_month,3,0.15,1
MGI-SYN-0963,2.46,392,1.39,859,6.8,2.26,364,23.4,pcr_based,within_month,1,0.23,0
MGI-SYN-0964,3.17,402,1.18,988,7.6,5.1,243,27.3,amplicon,within_month,3,0.0,0
MGI-SYN-0965,2.13,394,2.09,741,5.8,0.69,249,22.6,pcr_free,today,3,0.0,0
MGI-SYN-0966,4.57,357,1.5,915,6.6,2.81,221,24.5,wes,within_month,10,0.0,0
MGI-SYN-0967,1.59,334,1.74,906,5.3,1.61,21,26.5,pcr_based,within_month,8,0.0,0
MGI-SYN-0968,5.48,338,1.37,510,9.0,10.94,82,21.9,wes,overdue,10,0.25,0
MGI-SYN-0969,2.18,334,0.87,1213,6.5,0.21,344,21.5,pcr_based,today,8,0.15,0
MGI-SYN-0970,1.09,441,1.71,1082,9.6,12.25,10,23.4,pcr_based,within_month,1,0.33,0
MGI-SYN-0971,2.37,397,0.84,779,9.8,8.95,12,24.0,wes,today,5,0.0,0
MGI-SYN-0972,1.58,115,1.57,652,6.9,1.77,263,17.8,rna_seq,within_month,1,0.48,1
MGI-SYN-0973,3.39,402,1.05,913,5.2,7.79,145,22.9,pcr_free,within_month,3,0.0,0
MGI-SYN-0974,1.61,366,2.39,866,3.2,0.16,192,22.0,wes,today,5,0.15,0
MGI-SYN-0975,1.78,349,1.96,914,4.4,17.04,250,19.6,pcr_based,within_month,5,0.25,0
MGI-SYN-0976,0.87,319,1.64,884,4.5,3.74,114,21.8,amplicon,today,5,0.3,0
MGI-SYN-0977,1.78,440,2.11,941,9.5,1.81,26,18.5,pcr_based,within_month,1,0.08,0
MGI-SYN-0978,0.66,426,1.26,1111,7.2,2.25,271,17.5,amplicon,within_week,2,0.68,1
MGI-SYN-0979,1.01,288,1.82,952,7.7,0.34,33,22.2,pcr_based,within_month,2,0.23,0
MGI-SYN-0980,3.26,383,1.68,661,3.0,22.71,62,24.7,pcr_based,overdue,1,0.58,1
MGI-SYN-0981,3.3,272,1.71,1095,4.8,0.2,229,21.0,pcr_free,within_week,2,0.23,1
MGI-SYN-0982,2.75,240,2.11,1145,8.6,5.32,303,19.1,pcr_free,within_month,5,0.15,0
MGI-SYN-0983,1.37,300,1.89,1417,7.5,2.92,95,19.6,rna_seq,within_month,8,0.25,0
MGI-SYN-0984,2.17,419,1.72,648,6.7,14.87,35,23.6,rna_seq,within_week,3,0.1,0
MGI-SYN-0985,2.22,426,0.94,894,8.0,1.41,193,27.0,wes,within_month,5,0.0,0
MGI-SYN-0986,1.25,391,1.22,475,9.9,3.8,76,24.3,pcr_based,within_month,2,0.08,0
MGI-SYN-0987,4.72,408,1.55,950,6.6,3.29,249,25.9,pcr_based,overdue,10,0.15,0
MGI-SYN-0988,3.45,391,1.64,751,7.1,6.07,83,18.9,amplicon,overdue,3,0.15,0
MGI-SYN-0989,1.99,299,1.15,1196,7.3,0.35,25,21.8,rna_seq,within_month,8,0.0,0
MGI-SYN-0990,2.26,385,2.56,711,10.0,1.08,57,25.1,pcr_based,within_month,10,0.0,0
MGI-SYN-0991,2.47,414,2.21,546,3.2,1.21,32,17.8,wes,within_month,8,0.25,0
MGI-SYN-0992,0.8,410,1.84,765,8.2,6.7,319,20.0,rna_seq,within_month,1,0.38,0
MGI-SYN-0993,1.97,445,1.63,494,6.8,1.05,12,24.8,wes,today,5,0.0,0
MGI-SYN-0994,1.58,407,1.52,985,8.0,4.26,319,22.8,pcr_free,within_week,2,0.23,0
MGI-SYN-0995,1.35,378,1.22,478,5.8,1.21,333,19.1,pcr_free,within_month,1,0.23,1
MGI-SYN-0996,1.93,436,1.63,855,6.9,9.89,92,17.1,pcr_based,within_month,1,0.18,0
MGI-SYN-0997,5.47,348,1.7,476,8.3,14.25,1,26.0,pcr_based,within_month,10,0.1,0
MGI-SYN-0998,3.07,279,1.1,792,10.0,3.65,326,15.8,pcr_free,within_week,10,0.25,0
MGI-SYN-0999,1.67,337,1.73,1146,8.5,2.17,136,23.9,pcr_based,overdue,2,0.23,0
MGI-SYN-1000,2.96,290,1.54,915,5.5,1.33,196,20.4,wes,within_week,5,0.0,0
